,count,author,time,thread_id,comment_id
580,2001579,cfcgtyk,1505604603,707bht,dn3t3qt
581,2001580,username111112222233,1505604605,707bht,dn3t3sp
582,2001581,cfcgtyk,1505604610,707bht,dn3t3wc
583,2001582,username111112222233,1505604611,707bht,dn3t3xw
584,2001583,cfcgtyk,1505604616,707bht,dn3t42x
585,2001584,username111112222233,1505604618,707bht,dn3t44p
586,2001585,cfcgtyk,1505604626,707bht,dn3t4b8
587,2001586,username111112222233,1505604628,707bht,dn3t4co
588,2001587,cfcgtyk,1505604632,707bht,dn3t4gh
589,2001588,username111112222233,1505604634,707bht,dn3t4j0
590,2001589,cfcgtyk,1505604641,707bht,dn3t4ov
591,2001590,username111112222233,1505604643,707bht,dn3t4ro
592,2001591,cfcgtyk,1505604647,707bht,dn3t4vs
593,2001592,username111112222233,1505604650,707bht,dn3t4xz
594,2001593,cfcgtyk,1505604655,707bht,dn3t52n
595,2001594,username111112222233,1505604658,707bht,dn3t54t
596,2001595,cfcgtyk,1505604662,707bht,dn3t59s
597,2001596,username111112222233,1505604668,707bht,dn3t5ex
598,2001597,[deleted],1505604873,707bht,dn3tahj
599,2001598,atomicimploder,1505605228,707bht,dn3tj66
600,2001599,[deleted],1505605260,707bht,dn3tjxy
601,2001600,cfcgtyk,1505606850,707bht,dn3un8f
602,2001601,[deleted],1505606927,707bht,dn3up6m
603,2001602,cfcgtyk,1505607191,707bht,dn3uvvn
604,2001603,[deleted],1505607275,707bht,dn3uxzo
605,2001604,cfcgtyk,1505607330,707bht,dn3uze6
606,2001605,[deleted],1505607370,707bht,dn3v0bt
607,2001606,cfcgtyk,1505607442,707bht,dn3v266
608,2001607,[deleted],1505607463,707bht,dn3v2p6
609,2001608,cfcgtyk,1505607485,707bht,dn3v394
610,2001609,[deleted],1505607546,707bht,dn3v4qm
611,2001610,kdiuro13,1505609591,707bht,dn3wje3
612,2001611,qwertylool,1505609872,707bht,dn3wqa4
613,2001612,kdiuro13,1505610210,707bht,dn3wyjc
614,2001613,Tranquilsunrise,1505611461,707bht,dn3xu78
615,2001614,davidjl123,1505612490,707bht,dn3yje3
616,2001615,kdiuro13,1505613366,707bht,dn3z4un
617,2001616,CarbonSpectre,1505615516,707bht,dn40kj3
618,2001617,kdiuro13,1505615619,707bht,dn40n21
619,2001618,TheNitromeFan,1505620865,707bht,dn4421e
620,2001619,kdiuro13,1505620896,707bht,dn442o9
621,2001620,TheNitromeFan,1505620945,707bht,dn443mu
622,2001621,[deleted],1505621276,707bht,dn449xl
623,2001622,davidjl123,1505621329,707bht,dn44axt
624,2001623,kdiuro13,1505622231,707bht,dn44rrx
625,2001624,atomicimploder,1505622373,707bht,dn44uan
626,2001625,kdiuro13,1505622973,707bht,dn454xq
627,2001626,[deleted],1505623648,707bht,dn45ggo
628,2001627,kdiuro13,1505624450,707bht,dn45u0e
629,2001628,RedWaveThe1st,1505626342,707bht,dn46ngt
630,2001629,kdiuro13,1505626834,707bht,dn46ufe
631,2001630,alkazam,1505629736,707bht,dn47xcp
632,2001631,kdiuro13,1505629966,707bht,dn4809f
633,2001632,alkazam,1505630129,707bht,dn482cw
634,2001633,kdiuro13,1505630430,707bht,dn4867k
635,2001634,alkazam,1505631401,707bht,dn48i6e
636,2001635,TheNitromeFan,1505632258,707bht,dn48se4
637,2001636,alkazam,1505632272,707bht,dn48ske
638,2001637,TheNitromeFan,1505632285,707bht,dn48sps
639,2001638,alkazam,1505633121,707bht,dn492o3
640,2001639,[deleted],1505633865,707bht,dn49b8o
641,2001640,VitaminB16,1505634237,707bht,dn49ffm
642,2001641,[deleted],1505634293,707bht,dn49g38
643,2001642,VitaminB16,1505634308,707bht,dn49g98
644,2001643,[deleted],1505634340,707bht,dn49gmk
645,2001644,VitaminB16,1505634389,707bht,dn49h6s
646,2001645,[deleted],1505634435,707bht,dn49how
647,2001646,VitaminB16,1505634449,707bht,dn49hty
648,2001647,[deleted],1505634460,707bht,dn49hym
649,2001648,VitaminB16,1505634473,707bht,dn49i4f
650,2001649,[deleted],1505634491,707bht,dn49ib6
651,2001650,VitaminB16,1505634504,707bht,dn49igp
652,2001651,[deleted],1505634525,707bht,dn49ipg
653,2001652,VitaminB16,1505634540,707bht,dn49ivi
654,2001653,[deleted],1505634555,707bht,dn49j19
655,2001654,VitaminB16,1505634572,707bht,dn49j83
656,2001655,[deleted],1505634585,707bht,dn49jd6
657,2001656,VitaminB16,1505634598,707bht,dn49jik
658,2001657,[deleted],1505634603,707bht,dn49jki
659,2001658,VitaminB16,1505634615,707bht,dn49jop
660,2001659,[deleted],1505634619,707bht,dn49jpr
661,2001660,VitaminB16,1505634627,707bht,dn49jtg
662,2001661,[deleted],1505634763,707bht,dn49laf
663,2001662,VitaminB16,1505634780,707bht,dn49lgc
664,2001663,[deleted],1505634800,707bht,dn49lnw
665,2001664,kdiuro13,1505635095,707bht,dn49ovz
666,2001665,[deleted],1505635157,707bht,dn49pkk
667,2001666,TheNitromeFan,1505635195,707bht,dn49q0f
668,2001667,kdiuro13,1505635253,707bht,dn49qmh
669,2001668,TheNitromeFan,1505635262,707bht,dn49qq9
670,2001669,alkazam,1505635534,707bht,dn49tq9
671,2001670,TheNitromeFan,1505635681,707bht,dn49vey
672,2001671,alkazam,1505637917,707bht,dn4akzd
673,2001672,[deleted],1505638892,707bht,dn4avx4
674,2001673,TheNitromeFan,1505639329,707bht,dn4b0x2
675,2001674,[deleted],1505639553,707bht,dn4b3g0
676,2001675,alkazam,1505639870,707bht,dn4b70p
677,2001676,[deleted],1505639937,707bht,dn4b7qb
678,2001677,[deleted],1505640172,707bht,dn4baf6
679,2001678,[deleted],1505640478,707bht,dn4bdu1
680,2001679,alkazam,1505641456,707bht,dn4bou7
681,2001680,[deleted],1505643469,707bht,dn4cd9b
682,2001681,alkazam,1505644532,707bht,dn4crgl
683,2001682,[deleted],1505644573,707bht,dn4cs1f
684,2001683,alkazam,1505644586,707bht,dn4cs78
685,2001684,[deleted],1505644742,707bht,dn4cufj
686,2001685,Sztormcia,1505645296,707bht,dn4d3mv
687,2001686,[deleted],1505645313,707bht,dn4d3z2
688,2001687,Sztormcia,1505645462,707bht,dn4d6y3
689,2001688,[deleted],1505645486,707bht,dn4d7eg
690,2001689,[deleted],1505645674,707bht,dn4db49
691,2001690,[deleted],1505645752,707bht,dn4dco2
692,2001691,alkazam,1505646016,707bht,dn4dhx2
693,2001692,TheNitromeFan,1505650000,707bht,dn4fm28
694,2001693,alkazam,1505650030,707bht,dn4fmmv
695,2001694,TheNitromeFan,1505650043,707bht,dn4fmvw
696,2001695,alkazam,1505650062,707bht,dn4fn96
697,2001696,TheNitromeFan,1505650103,707bht,dn4fo1y
698,2001697,alkazam,1505650117,707bht,dn4foc6
699,2001698,TheNitromeFan,1505650159,707bht,dn4fp5h
700,2001699,alkazam,1505650166,707bht,dn4fp9f
701,2001700,TheNitromeFan,1505653247,707bht,dn4hhdl
702,2001701,Urbul,1505659019,707bht,dn4lnfc
703,2001702,alkazam,1505659142,707bht,dn4lqyl
704,2001703,Urbul,1505659216,707bht,dn4lt3b
705,2001704,alkazam,1505659232,707bht,dn4ltin
706,2001705,Urbul,1505659254,707bht,dn4lu6p
707,2001706,alkazam,1505659262,707bht,dn4lue1
708,2001707,Urbul,1505659269,707bht,dn4lukx
709,2001708,alkazam,1505659273,707bht,dn4luqm
710,2001709,Urbul,1505659279,707bht,dn4luwf
711,2001710,alkazam,1505659286,707bht,dn4lv3x
712,2001711,Urbul,1505659291,707bht,dn4lv8q
713,2001712,alkazam,1505659298,707bht,dn4lvg1
714,2001713,Urbul,1505659304,707bht,dn4lvna
715,2001714,alkazam,1505659311,707bht,dn4lvu6
716,2001715,Urbul,1505659317,707bht,dn4lvzo
717,2001716,alkazam,1505659321,707bht,dn4lw3y
718,2001717,Urbul,1505659329,707bht,dn4lwdi
719,2001718,alkazam,1505659337,707bht,dn4lwlg
720,2001719,Urbul,1505659342,707bht,dn4lwr3
721,2001720,alkazam,1505659354,707bht,dn4lx2m
722,2001721,Urbul,1505659359,707bht,dn4lx7x
723,2001722,alkazam,1505659365,707bht,dn4lxex
724,2001723,Urbul,1505659371,707bht,dn4lxl0
725,2001724,alkazam,1505659375,707bht,dn4lxpl
726,2001725,Urbul,1505659382,707bht,dn4lxw0
727,2001726,alkazam,1505659385,707bht,dn4lxzh
728,2001727,Urbul,1505659392,707bht,dn4ly5o
729,2001728,alkazam,1505659396,707bht,dn4ly9w
730,2001729,Urbul,1505659402,707bht,dn4lyft
731,2001730,alkazam,1505659407,707bht,dn4lyl4
732,2001731,Urbul,1505659412,707bht,dn4lyra
733,2001732,alkazam,1505659416,707bht,dn4lyuk
734,2001733,Urbul,1505659421,707bht,dn4lyzd
735,2001734,alkazam,1505659428,707bht,dn4lz5o
736,2001735,Urbul,1505659433,707bht,dn4lzbq
737,2001736,alkazam,1505659437,707bht,dn4lzf3
738,2001737,Urbul,1505659445,707bht,dn4lznk
739,2001738,alkazam,1505659449,707bht,dn4lzr9
740,2001739,Urbul,1505659455,707bht,dn4lzy5
741,2001740,alkazam,1505659463,707bht,dn4m05u
742,2001741,Urbul,1505659468,707bht,dn4m0b7
743,2001742,alkazam,1505659473,707bht,dn4m0g6
744,2001743,Urbul,1505659479,707bht,dn4m0mk
745,2001744,alkazam,1505659483,707bht,dn4m0qu
746,2001745,Urbul,1505659491,707bht,dn4m0z6
747,2001746,alkazam,1505659496,707bht,dn4m13r
748,2001747,Urbul,1505659503,707bht,dn4m1c9
749,2001748,alkazam,1505659507,707bht,dn4m1g8
750,2001749,Urbul,1505659513,707bht,dn4m1lb
751,2001750,alkazam,1505659518,707bht,dn4m1rk
752,2001751,Urbul,1505659537,707bht,dn4m2bp
753,2001752,alkazam,1505659558,707bht,dn4m2w9
754,2001753,TheNitromeFan,1505660460,707bht,dn4msrl
755,2001754,alkazam,1505661196,707bht,dn4ndr2
756,2001755,TheNitromeFan,1505661236,707bht,dn4nevf
757,2001756,kdiuro13,1505661604,707bht,dn4npmz
758,2001757,TheNitromeFan,1505661636,707bht,dn4nqle
759,2001758,alkazam,1505662183,707bht,dn4o6pr
760,2001759,TheNitromeFan,1505662233,707bht,dn4o85n
761,2001760,alkazam,1505662254,707bht,dn4o8rt
762,2001761,TheNitromeFan,1505662340,707bht,dn4ob9e
763,2001762,smarvin6689,1505662524,707bht,dn4ogop
764,2001763,TheNitromeFan,1505662534,707bht,dn4ogzs
765,2001764,smarvin6689,1505662609,707bht,dn4oj6d
766,2001765,TheNitromeFan,1505662618,707bht,dn4ojfl
767,2001766,VitaminB16,1505662630,707bht,dn4ojrs
768,2001767,TheNitromeFan,1505662641,707bht,dn4ok38
769,2001768,VitaminB16,1505662650,707bht,dn4okcf
770,2001769,TheNitromeFan,1505662659,707bht,dn4okmr
771,2001770,VitaminB16,1505662667,707bht,dn4okv1
772,2001771,TheNitromeFan,1505662674,707bht,dn4ol2b
773,2001772,VitaminB16,1505662679,707bht,dn4ol7m
774,2001773,TheNitromeFan,1505662685,707bht,dn4oldq
775,2001774,VitaminB16,1505662692,707bht,dn4ollq
776,2001775,TheNitromeFan,1505662697,707bht,dn4olrb
777,2001776,VitaminB16,1505662702,707bht,dn4olvy
778,2001777,TheNitromeFan,1505662705,707bht,dn4olz1
779,2001778,VitaminB16,1505662712,707bht,dn4om6i
780,2001779,TheNitromeFan,1505662721,707bht,dn4omft
781,2001780,VitaminB16,1505662727,707bht,dn4omnf
782,2001781,TheNitromeFan,1505662731,707bht,dn4omrb
783,2001782,VitaminB16,1505662736,707bht,dn4omwa
784,2001783,TheNitromeFan,1505662739,707bht,dn4omza
785,2001784,VitaminB16,1505662745,707bht,dn4on63
786,2001785,TheNitromeFan,1505662750,707bht,dn4onb6
787,2001786,VitaminB16,1505662754,707bht,dn4ong7
788,2001787,TheNitromeFan,1505662764,707bht,dn4onq9
789,2001788,VitaminB16,1505662769,707bht,dn4onwi
790,2001789,TheNitromeFan,1505662772,707bht,dn4onzl
791,2001790,VitaminB16,1505662777,707bht,dn4oo4c
792,2001791,TheNitromeFan,1505662782,707bht,dn4ooae
793,2001792,VitaminB16,1505662787,707bht,dn4oofs
794,2001793,TheNitromeFan,1505662790,707bht,dn4ooj7
795,2001794,VitaminB16,1505662795,707bht,dn4oong
796,2001795,TheNitromeFan,1505662801,707bht,dn4oot0
797,2001796,VitaminB16,1505662806,707bht,dn4ooy8
798,2001797,TheNitromeFan,1505662809,707bht,dn4op0u
799,2001798,VitaminB16,1505662815,707bht,dn4op84
800,2001799,TheNitromeFan,1505662821,707bht,dn4opek
801,2001800,VitaminB16,1505662827,707bht,dn4opl1
802,2001801,TheNitromeFan,1505662830,707bht,dn4opoo
803,2001802,VitaminB16,1505662839,707bht,dn4opyw
804,2001803,TheNitromeFan,1505662844,707bht,dn4oq39
805,2001804,VitaminB16,1505662848,707bht,dn4oq8o
806,2001805,TheNitromeFan,1505662852,707bht,dn4oqde
807,2001806,VitaminB16,1505662860,707bht,dn4oqmg
808,2001807,TheNitromeFan,1505662865,707bht,dn4oqse
809,2001808,VitaminB16,1505662871,707bht,dn4oqy0
810,2001809,TheNitromeFan,1505662873,707bht,dn4or1b
811,2001810,VitaminB16,1505662879,707bht,dn4or7u
812,2001811,TheNitromeFan,1505662887,707bht,dn4orhe
813,2001812,VitaminB16,1505662894,707bht,dn4orq8
814,2001813,TheNitromeFan,1505662898,707bht,dn4oru8
815,2001814,VitaminB16,1505662902,707bht,dn4oryr
816,2001815,TheNitromeFan,1505662904,707bht,dn4os1d
817,2001816,VitaminB16,1505662912,707bht,dn4os9e
818,2001817,TheNitromeFan,1505662915,707bht,dn4osd4
819,2001818,VitaminB16,1505662922,707bht,dn4osl6
820,2001819,TheNitromeFan,1505662925,707bht,dn4osoo
821,2001820,VitaminB16,1505662935,707bht,dn4osyi
822,2001821,TheNitromeFan,1505662938,707bht,dn4ot1k
823,2001822,VitaminB16,1505662946,707bht,dn4otas
824,2001823,TheNitromeFan,1505662949,707bht,dn4otek
825,2001824,VitaminB16,1505662953,707bht,dn4otiq
826,2001825,TheNitromeFan,1505662957,707bht,dn4otnq
827,2001826,VitaminB16,1505662961,707bht,dn4ots3
828,2001827,TheNitromeFan,1505662965,707bht,dn4otwl
829,2001828,VitaminB16,1505662971,707bht,dn4ou2v
830,2001829,TheNitromeFan,1505662975,707bht,dn4ou6f
831,2001830,VitaminB16,1505662979,707bht,dn4ouao
832,2001831,TheNitromeFan,1505662981,707bht,dn4oudn
833,2001832,VitaminB16,1505662987,707bht,dn4oukb
834,2001833,TheNitromeFan,1505662991,707bht,dn4ouo4
835,2001834,VitaminB16,1505662996,707bht,dn4oute
836,2001835,TheNitromeFan,1505662999,707bht,dn4ouww
837,2001836,VitaminB16,1505663004,707bht,dn4ov0s
838,2001837,TheNitromeFan,1505663007,707bht,dn4ov46
839,2001838,VitaminB16,1505663012,707bht,dn4ov9d
840,2001839,TheNitromeFan,1505663017,707bht,dn4ovfl
841,2001840,VitaminB16,1505663022,707bht,dn4ovkl
842,2001841,TheNitromeFan,1505663026,707bht,dn4ovpl
843,2001842,VitaminB16,1505663033,707bht,dn4ovxm
844,2001843,TheNitromeFan,1505663037,707bht,dn4ow24
845,2001844,VitaminB16,1505663044,707bht,dn4owa6
846,2001845,TheNitromeFan,1505663049,707bht,dn4oweg
847,2001846,VitaminB16,1505663055,707bht,dn4owl3
848,2001847,TheNitromeFan,1505663060,707bht,dn4owq5
849,2001848,VitaminB16,1505663065,707bht,dn4owvy
850,2001849,TheNitromeFan,1505663070,707bht,dn4ox0p
851,2001850,VitaminB16,1505663075,707bht,dn4ox70
852,2001851,TheNitromeFan,1505663078,707bht,dn4oxae
853,2001852,VitaminB16,1505663082,707bht,dn4oxf3
854,2001853,TheNitromeFan,1505663088,707bht,dn4oxlb
855,2001854,VitaminB16,1505663095,707bht,dn4oxsw
856,2001855,TheNitromeFan,1505663111,707bht,dn4oybl
857,2001856,VitaminB16,1505663117,707bht,dn4oyi4
858,2001857,TheNitromeFan,1505663122,707bht,dn4oynz
859,2001858,VitaminB16,1505663126,707bht,dn4oyrb
860,2001859,TheNitromeFan,1505663130,707bht,dn4oyvz
861,2001860,VitaminB16,1505663133,707bht,dn4oyyy
862,2001861,TheNitromeFan,1505663137,707bht,dn4oz2v
863,2001862,VitaminB16,1505663142,707bht,dn4oz9o
864,2001863,TheNitromeFan,1505663147,707bht,dn4ozes
865,2001864,VitaminB16,1505663150,707bht,dn4ozi6
866,2001865,TheNitromeFan,1505663154,707bht,dn4ozlj
867,2001866,VitaminB16,1505663160,707bht,dn4ozqi
868,2001867,TheNitromeFan,1505663162,707bht,dn4ozt7
869,2001868,VitaminB16,1505663167,707bht,dn4ozz9
870,2001869,TheNitromeFan,1505663170,707bht,dn4p027
871,2001870,VitaminB16,1505663174,707bht,dn4p06r
872,2001871,TheNitromeFan,1505663177,707bht,dn4p0ap
873,2001872,VitaminB16,1505663183,707bht,dn4p0gh
874,2001873,TheNitromeFan,1505663188,707bht,dn4p0lz
875,2001874,VitaminB16,1505663193,707bht,dn4p0sq
876,2001875,TheNitromeFan,1505663197,707bht,dn4p0wi
877,2001876,VitaminB16,1505663201,707bht,dn4p110
878,2001877,TheNitromeFan,1505663204,707bht,dn4p147
879,2001878,VitaminB16,1505663209,707bht,dn4p1ah
880,2001879,TheNitromeFan,1505663214,707bht,dn4p1eu
881,2001880,VitaminB16,1505663218,707bht,dn4p1jo
882,2001881,TheNitromeFan,1505663221,707bht,dn4p1n7
883,2001882,VitaminB16,1505663226,707bht,dn4p1sm
884,2001883,TheNitromeFan,1505663230,707bht,dn4p1xw
885,2001884,VitaminB16,1505663234,707bht,dn4p21s
886,2001885,TheNitromeFan,1505663236,707bht,dn4p24b
887,2001886,VitaminB16,1505663240,707bht,dn4p27z
888,2001887,TheNitromeFan,1505663242,707bht,dn4p2af
889,2001888,VitaminB16,1505663245,707bht,dn4p2ds
890,2001889,TheNitromeFan,1505663248,707bht,dn4p2hr
891,2001890,VitaminB16,1505663255,707bht,dn4p2o5
892,2001891,TheNitromeFan,1505663258,707bht,dn4p2sr
893,2001892,VitaminB16,1505663263,707bht,dn4p2xp
894,2001893,TheNitromeFan,1505663265,707bht,dn4p30w
895,2001894,VitaminB16,1505663271,707bht,dn4p371
896,2001895,TheNitromeFan,1505663274,707bht,dn4p3ai
897,2001896,VitaminB16,1505663278,707bht,dn4p3fc
898,2001897,TheNitromeFan,1505663281,707bht,dn4p3jo
899,2001898,VitaminB16,1505663286,707bht,dn4p3o8
900,2001899,TheNitromeFan,1505663289,707bht,dn4p3s2
901,2001900,VitaminB16,1505663292,707bht,dn4p3vv
902,2001901,TheNitromeFan,1505663298,707bht,dn4p42u
903,2001902,VitaminB16,1505663302,707bht,dn4p47i
904,2001903,TheNitromeFan,1505663306,707bht,dn4p4bg
905,2001904,VitaminB16,1505663310,707bht,dn4p4fg
906,2001905,TheNitromeFan,1505663313,707bht,dn4p4jc
907,2001906,VitaminB16,1505663316,707bht,dn4p4mb
908,2001907,TheNitromeFan,1505663319,707bht,dn4p4pt
909,2001908,VitaminB16,1505663322,707bht,dn4p4t9
910,2001909,TheNitromeFan,1505663325,707bht,dn4p4wf
911,2001910,VitaminB16,1505663328,707bht,dn4p50f
912,2001911,TheNitromeFan,1505663331,707bht,dn4p53j
913,2001912,VitaminB16,1505663335,707bht,dn4p57w
914,2001913,TheNitromeFan,1505663339,707bht,dn4p5c4
915,2001914,VitaminB16,1505663345,707bht,dn4p5il
916,2001915,TheNitromeFan,1505663349,707bht,dn4p5nj
917,2001916,VitaminB16,1505663369,707bht,dn4p6bh
918,2001917,TheNitromeFan,1505663375,707bht,dn4p6iq
919,2001918,VitaminB16,1505663387,707bht,dn4p6wd
920,2001919,TheNitromeFan,1505663394,707bht,dn4p753
921,2001920,VitaminB16,1505663397,707bht,dn4p788
922,2001921,TheNitromeFan,1505663401,707bht,dn4p7dz
923,2001922,VitaminB16,1505663406,707bht,dn4p7jt
924,2001923,TheNitromeFan,1505663408,707bht,dn4p7mb
925,2001924,VitaminB16,1505663428,707bht,dn4p8an
926,2001925,TheNitromeFan,1505663449,707bht,dn4p8ym
927,2001926,VitaminB16,1505663460,707bht,dn4p9bl
928,2001927,TheNitromeFan,1505663464,707bht,dn4p9gg
929,2001928,VitaminB16,1505663495,707bht,dn4paft
930,2001929,TheNitromeFan,1505663500,707bht,dn4palf
931,2001930,VitaminB16,1505663763,707bht,dn4piqr
932,2001931,TheNitromeFan,1505663790,707bht,dn4pjm0
933,2001932,HermioneReynaChase,1505663988,707bht,dn4ppue
934,2001933,TheNitromeFan,1505663993,707bht,dn4pq19
935,2001934,HermioneReynaChase,1505664012,707bht,dn4pqmj
936,2001935,TheNitromeFan,1505664015,707bht,dn4pqqg
937,2001936,HermioneReynaChase,1505664033,707bht,dn4praz
938,2001937,TheNitromeFan,1505664039,707bht,dn4prhe
939,2001938,HermioneReynaChase,1505664057,707bht,dn4ps2h
940,2001939,TheNitromeFan,1505664061,707bht,dn4ps74
941,2001940,HermioneReynaChase,1505664080,707bht,dn4pss2
942,2001941,TheNitromeFan,1505664084,707bht,dn4psx4
943,2001942,HermioneReynaChase,1505664104,707bht,dn4ptj2
944,2001943,TheNitromeFan,1505664109,707bht,dn4pto2
945,2001944,HermioneReynaChase,1505664116,707bht,dn4ptvi
946,2001945,TheNitromeFan,1505664120,707bht,dn4pu0h
947,2001946,HermioneReynaChase,1505664145,707bht,dn4pusa
948,2001947,TheNitromeFan,1505664149,707bht,dn4puwl
949,2001948,HermioneReynaChase,1505664172,707bht,dn4pvme
950,2001949,TheNitromeFan,1505664200,707bht,dn4pwg1
951,2001950,HermioneReynaChase,1505664205,707bht,dn4pwkw
952,2001951,TheNitromeFan,1505664209,707bht,dn4pwpe
953,2001952,HermioneReynaChase,1505664232,707bht,dn4pxex
954,2001953,TheNitromeFan,1505664237,707bht,dn4pxk5
955,2001954,HermioneReynaChase,1505664267,707bht,dn4pyg3
956,2001955,TheNitromeFan,1505664273,707bht,dn4pynf
957,2001956,HermioneReynaChase,1505664288,707bht,dn4pz27
958,2001957,TheNitromeFan,1505664294,707bht,dn4pzae
959,2001958,HermioneReynaChase,1505664334,707bht,dn4q0j0
960,2001959,TheNitromeFan,1505664340,707bht,dn4q0pi
961,2001960,HermioneReynaChase,1505664360,707bht,dn4q1ck
962,2001961,TheNitromeFan,1505664365,707bht,dn4q1hr
963,2001962,HermioneReynaChase,1505664383,707bht,dn4q236
964,2001963,TheNitromeFan,1505664387,707bht,dn4q27e
965,2001964,HermioneReynaChase,1505664397,707bht,dn4q2jb
966,2001965,TheNitromeFan,1505664403,707bht,dn4q2r1
967,2001966,HermioneReynaChase,1505664414,707bht,dn4q33y
968,2001967,TheNitromeFan,1505664417,707bht,dn4q37j
969,2001968,HermioneReynaChase,1505664434,707bht,dn4q3p4
970,2001969,TheNitromeFan,1505664438,707bht,dn4q3u3
971,2001970,HermioneReynaChase,1505664456,707bht,dn4q4fn
972,2001971,TheNitromeFan,1505664463,707bht,dn4q4nt
973,2001972,HermioneReynaChase,1505664467,707bht,dn4q4ss
974,2001973,TheNitromeFan,1505664471,707bht,dn4q4xp
975,2001974,HermioneReynaChase,1505664502,707bht,dn4q5wj
976,2001975,TheNitromeFan,1505664509,707bht,dn4q64h
977,2001976,HermioneReynaChase,1505664532,707bht,dn4q6ub
978,2001977,TheNitromeFan,1505664537,707bht,dn4q70w
979,2001978,HermioneReynaChase,1505664569,707bht,dn4q80o
980,2001979,TheNitromeFan,1505664574,707bht,dn4q86s
981,2001980,HermioneReynaChase,1505664597,707bht,dn4q8xm
982,2001981,TheNitromeFan,1505664601,707bht,dn4q92p
983,2001982,HermioneReynaChase,1505664614,707bht,dn4q9gp
984,2001983,TheNitromeFan,1505664617,707bht,dn4q9ku
985,2001984,HermioneReynaChase,1505664632,707bht,dn4qa3a
986,2001985,TheNitromeFan,1505664636,707bht,dn4qa83
987,2001986,HermioneReynaChase,1505664651,707bht,dn4qapo
988,2001987,TheNitromeFan,1505664654,707bht,dn4qat1
989,2001988,HermioneReynaChase,1505664678,707bht,dn4qbks
990,2001989,TheNitromeFan,1505664685,707bht,dn4qbtz
991,2001990,HermioneReynaChase,1505664698,707bht,dn4qc8s
992,2001991,TheNitromeFan,1505664703,707bht,dn4qceu
993,2001992,HermioneReynaChase,1505664716,707bht,dn4qct3
994,2001993,TheNitromeFan,1505664719,707bht,dn4qcx5
995,2001994,HermioneReynaChase,1505664734,707bht,dn4qdef
996,2001995,TheNitromeFan,1505664737,707bht,dn4qdi1
997,2001996,HermioneReynaChase,1505664751,707bht,dn4qdzm
998,2001997,TheNitromeFan,1505664755,707bht,dn4qe39
999,2001998,HermioneReynaChase,1505664768,707bht,dn4qejd
1000,2001999,TheNitromeFan,1505664774,707bht,dn4qer2
1001,2002000,HermioneReynaChase,1505664791,707bht,dn4qfa8
1002,2002001,davidjl123,1505664912,70osbl,dn4qj5n
1003,2002002,TheNitromeFan,1505664925,70osbl,dn4qjmd
1004,2002003,VitaminB16,1505664938,70osbl,dn4qk0n
1005,2002004,TheNitromeFan,1505664958,70osbl,dn4qknl
1006,2002005,HermioneReynaChase,1505665012,70osbl,dn4qmde
1007,2002006,kdiuro13,1505665058,70osbl,dn4qnss
1008,2002007,HermioneReynaChase,1505665074,70osbl,dn4qodh
1009,2002008,kdiuro13,1505665268,70osbl,dn4qumg
1010,2002009,HermioneReynaChase,1505665429,70osbl,dn4qzwu
1011,2002010,kdiuro13,1505665646,70osbl,dn4r795
1012,2002011,Tornado9797,1505665698,70osbl,dn4r90v
1013,2002012,HermioneReynaChase,1505665848,70osbl,dn4re7q
1014,2002013,kdiuro13,1505666039,70osbl,dn4rkmx
1015,2002014,RedWaveThe1st,1505666310,70osbl,dn4rton
1016,2002015,DemonBurritoCat,1505666551,70osbl,dn4s1vr
1017,2002016,RedWaveThe1st,1505666787,70osbl,dn4sa0x
1018,2002017,HermioneReynaChase,1505666820,70osbl,dn4sb68
1019,2002018,RedWaveThe1st,1505666922,70osbl,dn4sem1
1020,2002019,HermioneReynaChase,1505666943,70osbl,dn4sfat
1021,2002020,kdiuro13,1505668372,70osbl,dn4ts2r
1022,2002021,cfcgtyk,1505669261,70osbl,dn4ulne
1023,2002022,username111112222233,1505670329,70osbl,dn4vkw4
1024,2002023,HermioneReynaChase,1505670363,70osbl,dn4vlzk
1025,2001024,kdiuro13,1505670413,70osbl,dn4vnpa
1026,2001025,HermioneReynaChase,1505670637,70osbl,dn4vv8k
1027,2001026,kdiuro13,1505670932,70osbl,dn4w51e
1028,2002027,cfcgtyk,1505671571,70osbl,dn4wr7e
1029,2002028,HermioneReynaChase,1505671723,70osbl,dn4ww9j
1030,2002029,cfcgtyk,1505671769,70osbl,dn4wxpy
1031,2002030,HermioneReynaChase,1505671799,70osbl,dn4wypm
1032,2002031,alkazam,1505672635,70osbl,dn4xqou
1033,2002032,RedWaveThe1st,1505672667,70osbl,dn4xrpx
1034,2002033,HermioneReynaChase,1505672684,70osbl,dn4xs9h
1035,2002034,kdiuro13,1505672779,70osbl,dn4xvch
1036,2002035,HermioneReynaChase,1505672843,70osbl,dn4xxjc
1037,2002036,RedWaveThe1st,1505672881,70osbl,dn4xys4
1038,2002037,HermioneReynaChase,1505672987,70osbl,dn4y2cr
1039,2002038,[deleted],1505673009,70osbl,dn4y32k
1040,2002039,RedWaveThe1st,1505673034,70osbl,dn4y3x2
1041,2002040,[deleted],1505673228,70osbl,dn4yakp
1042,2002041,RedWaveThe1st,1505673395,70osbl,dn4yge3
1043,2002042,kdiuro13,1505673543,70osbl,dn4ylby
1044,2002043,cfcgtyk,1505674046,70osbl,dn4z284
